code,name,lat,lon,demand_factor
BJA,"Soummam–Abane Ramdane Airport (Béjaïa, DZ)",36.712547,5.069909,1.3
ALG,"Houari Boumediene Airport (Algiers, DZ)",36.693886,3.214531,1.3
DJG,"Tiska Djanet Airport (Djanet, DZ)",24.285448,9.463652,1.3
VVZ,"Illizi Takhamalt Airport (Illizi, DZ)",26.723499,8.62265,1.0
QSF,"Ain Arnat Airport (Sétif, DZ)",36.178488,5.329909,1.0
TMR,"Aguenar – Hadj Bey Akhamok Airport (Tamanrasset, DZ)",22.810992,5.450832,1.3
GJL,"Jijel Ferhat Abbas Airport (Tahir, DZ)",36.794125,5.873652,1.3
MZW,"Mecheria Airport (Mecheria, DZ)",33.535900116,-0.242353007197,1.0
AAE,"Annaba Rabah Bitat Airport (Annaba, DZ)",36.826781,7.81334,1.3
CZL,"Mohamed Boudiaf International Airport (Constantine, DZ)",36.276001,6.62039,1.3
TEE,"Cheikh Larbi Tébessi Airport (Tébessi, DZ)",35.4315986633,8.12071990967,1.0
BLJ,"Batna Mostefa Ben Boulaid Airport (Batna, DZ)",35.752102,6.30859,1.3
HRM,"Hassi R'Mel Airport (Hassi R'Mel, DZ)",32.930401,3.31154,1.0
TID,"Abdelhafid Boussouf Bou Chekif Airport (Tiaret, DZ)",35.341099,1.46315,1.0
TIN,"Tindouf Airport (Tindouf, DZ)",27.7003993988,-8.167099952700001,1.0
CFK,"Chlef Aboubakr Belkaid International Airport (Chlef, DZ)",36.216614,1.341114,1.3
TAF,"Oran Tafraoui Airport (Tafraoui, DZ)",35.5424,-0.532278,1.0
TLM,"Zenata – Messali El Hadj Airport (Zenata, DZ)",35.012732,-1.457117,1.3
ORN,"Oran Es-Sénia (Ahmed Ben Bella) International Airport (Es-Sénia, DZ)",35.620648,-0.622486,1.3
CBH,"Béchar Boudghene Ben Ali Lotfi Airport (Béchar, DZ)",31.645700454711914,-2.269860029220581,1.0
MUW,"Ghriss Airport (Ghriss, DZ)",35.207699,0.147142,1.0
BMW,"Bordj Badji Mokhtar Airport (Bordj Badji Mokhtar, DZ)",21.3778,0.92698,1.0
AZR,"Touat-Cheikh Sidi Mohamed Belkebir Airport (Adrar, DZ)",27.837601,-0.186414,1.0
BSK,"Biskra - Mohamed Khider Airport (Biskra, DZ)",34.79318,5.738899,1.3
ELG,"El Golea Airport (El Menia, DZ)",30.580732,2.861595,1.0
GHA,"Noumérat - Moufdi Zakaria Airport (El Atteuf, DZ)",32.384102,3.79411,1.0
HME,"Hassi Messaoud-Oued Irara Krim Belkacem Airport (Hassi Messaoud, DZ)",31.673,6.14044,1.0
INZ,"In Salah Airport (In Salah, DZ)",27.250999,2.51202,1.0
TGR,"Touggourt Sidi Madhi Airport (Touggourt, DZ)",33.067799,6.08867,1.0
LOO,"Laghouat - Molay Ahmed Medeghri Airport (Laghouat, DZ)",33.7644,2.92834,1.0
ELU,"Guemar Airport - مطار قمار بالوادي (Guemar, DZ)",33.511398,6.77679,1.0
TMX,"Timimoun Airport (Timimoun, DZ)",29.237101,0.276033,1.0
OGX,"Ain Beida Airport (Ouargla, DZ)",31.9172,5.41278,1.0
IAM,"Zarzaitine - In Aménas Airport (In Aménas, DZ)",28.0515,9.64291,1.0
COO,"Cotonou Cadjehoun International Airport (Cotonou, BJ)",6.35723,2.38435,1.3
OUA,"Ouagadougou Thomas Sankara International Airport (Ouagadougou, BF)",12.3532,-1.51242,1.3
BOY,"Bobo Dioulasso Airport (Bobo Dioulasso, BF)",11.1601,-4.33097,1.3
ACC,"Kotoka International Airport (Accra, GH)",5.605189800262451,-0.16678600013256073,1.3
TML,"Yakubu Tali International Airport (Tamale, GH)",9.553909,-0.86606,1.3
KMS,"Prempeh I International Airport (Kumasi, GH)",6.71456,-1.59082,1.3
NYI,"Sunyani Airport (Sunyani, GH)",7.36183,-2.32876,1.0
TKD,"Takoradi Airport (Sekondi-Takoradi, GH)",4.896059989929199,-1.7747600078582764,1.0
ABJ,"Félix-Houphouët-Boigny International Airport (Abidjan, CI)",5.26139,-3.92629,1.3
BYK,"Bouaké Airport (Bouaké, CI)",7.7388,-5.07367,1.0
DJO,"Daloa Airport (, CI)",6.79281,-6.47319,1.0
HGO,"Korhogo Airport (Korhogo, CI)",9.38718,-5.55666,1.0
MJC,"Man Airport (, CI)",7.27207,-7.58736,1.0
SPY,"San Pedro Airport (, CI)",4.74672,-6.66082,1.0
ASK,"Yamoussoukro International Airport (Yamoussoukro, CI)",6.90317,-5.36558,1.3
DKA,"Umaru Musa Yar'adua Airport (Katsina, NG)",13.0078,7.66045,1.0
ABV,"Nnamdi Azikiwe International Airport (Abuja, NG)",9.00679,7.26317,1.3
QUO,"Akwa Ibom International Airport (Uyo, NG)",4.8725,8.093,1.0
AKR,"Akure Airport (Akure, NG)",7.246739864349365,5.3010101318359375,1.0
ABB,"Asaba International Airport (Asaba, NG)",6.204167,6.665278,1.3
BCU,"Sir Abubakar Tafawa Balewa Bauchi State International Airport (Bauchi, NG)",10.482833,9.744,1.3
BNI,"Benin Airport (Benin, NG)",6.316979885101318,5.5995001792907715,1.0
CBQ,"Margaret Ekpo International Airport (Calabar, NG)",4.976019859313965,8.347200393676758,1.0
ENU,"Akanu Ibiam International Airport (Enegu, NG)",6.473718,7.560463,1.3
GMO,"Gombe Lawanti International Airport (Gombe, NG)",10.298889,10.9,1.0
IBA,"Ibadan Airport (Ibadan, NG)",7.362460136413574,3.97832989692688,1.0
ILR,"General Tunde Idiagbon International Airport (Ilorin/Ogbomosho, NG)",8.44021,4.49392,1.3
QOW,"Sam Mbakwe International Cargo Airport (Owerri, NG)",5.42706,7.20603,1.0
JOS,"Yakubu Gowon Airport (Jos, NG)",9.639829635620117,8.869050025939941,1.0
KAD,"Kaduna International Airport (Kaduna, NG)",10.696,7.32011,1.3
KAN,"Mallam Aminu Kano International Airport (Kano, NG)",12.045613,8.523566,1.3
MIU,"Maiduguri International Airport (Maiduguri, NG)",11.854163,13.080702,1.3
MDI,"Makurdi Airport (Makurdi, NG)",7.70388,8.61394,1.0
LOS,"Murtala Muhammed International Airport (Lagos, NG)",6.57737,3.32116,1.3
MXJ,"Minna Airport (Minna, NG)",9.652170181274414,6.462259769439697,1.0
PHC,"Port Harcourt International Airport (Port Harcourt, NG)",5.01549,6.94959,1.3
SKO,"Sadiq Abubakar III International Airport (Sokoto, NG)",12.915729,5.207547,1.3
QRW,"Warri Airport (Okpe, NG)",5.59821,5.8187,1.0
YOL,"Yola Airport (Yola, NG)",9.257550239562988,12.430399894714355,1.0
ZAR,"Zaria Airport (Zaria, NG)",11.1302,7.68581,1.0
MFQ,"Maradi Airport (Maradi, NE)",13.5025,7.12675,1.0
NIM,"Diori Hamani International Airport (Niamey, NE)",13.4815,2.18361,1.3
THZ,"Tahoua Airport (Tahoua, NE)",14.8757,5.26536,1.0
AJY,"Mano Dayak International Airport (Agadez, NE)",16.966,8.00011,1.0
ZND,"Zinder Airport (Zinder, NE)",13.779000282287598,8.983759880065918,1.0
TBJ,"Tabarka-Aïn Draham International Airport (Tabarka, TN)",36.98,8.87694,1.0
MIR,"Monastir Habib Bourguiba International Airport (Monastir, TN)",35.75809860229492,10.75469970703125,1.0
NBE,"Enfidha - Hammamet International Airport (Enfidha, TN)",36.075833,10.438611,1.0
TUN,"Tunis Carthage International Airport (Tunis, TN)",36.851002,10.2272,1.3
GAF,"Gafsa Ksar International Airport (Gafsa, TN)",34.422000885009766,8.822500228881836,1.0
GAE,"Gabès Matmata International Airport (Gabès, TN)",33.733691,9.91941,1.0
DJE,"Djerba Zarzis International Airport (Mellita, TN)",33.873719,10.7773,1.3
EBM,"El Borma Airport (El Borma, TN)",31.7043,9.25462,1.0
SFA,"Sfax Thyna International Airport (Sfax, TN)",34.717999,10.691,1.0
TOE,"Tozeur Nefta International Airport (Tozeur, TN)",33.939701080322266,8.110560417175293,1.0
LRL,"Niamtougou International Airport (Niamtougou, TG)",9.766675,1.090944,1.3
LFW,"Lomé–Tokoin International Airport (Lomé, TG)",6.16561,1.25451,1.3
ANR,"Antwerp International Airport (Deurne) (Antwerp, BE)",51.190667,4.463153,1.0
BRU,"Brussels Airport (Zaventem, BE)",50.901402,4.48444,1.3
CRL,"Brussels South Charleroi Airport (Charleroi, BE)",50.461963,4.459562,1.3
KJK,"Kortrijk-Wevelgem International Airport (Wevelgem, BE)",50.818878,3.209551,1.0
LGG,"Liège Airport (Grâce-Hollogne, BE)",50.638574,5.443897,1.0
OST,"Ostend-Bruges International Airport (Oostende, BE)",51.1998,2.874673,1.3
AOC,"Leipzig–Altenburg Airport (Nobitz, DE)",50.981945,12.506389,1.0
HDF,"Heringsdorf Airport (Zirchow, DE)",53.8787,14.1523,1.0
FNB,"Neubrandenburg Trollenhagen Airport (Trollenhagen, DE)",53.6022,13.306,1.0
BER,"Berlin Brandenburg Airport (Berlin, DE)",52.361738,13.502341,1.3
DRS,"Dresden Airport (Dresden, DE)",51.134123,13.767831,1.3
ERF,"Erfurt-Weimar Airport (Erfurt, DE)",50.978281,10.960713,1.3
FRA,"Frankfurt Main Airport (Frankfurt am Main, DE)",50.026706,8.55835,1.3
FMO,"Münster Osnabrück Airport (Greven, DE)",52.133816,7.688482,1.3
HAM,"Hamburg Helmut Schmidt Airport (Hamburg, DE)",53.630402,9.98823,1.3
CGN,"Cologne Bonn Airport (Köln (Cologne), DE)",50.865898,7.14274,1.3
DUS,"Düsseldorf Airport (Düsseldorf, DE)",51.289501,6.76678,1.3
MUC,"Munich Airport (Munich, DE)",48.353802,11.7861,1.3
NUE,"Nuremberg Airport (Nuremberg, DE)",49.498699,11.078056,1.3
LEJ,"Leipzig/Halle Airport (Schkeuditz, DE)",51.420657,12.232705,1.3
SCN,"Saarbrücken Airport (Saarbrücken, DE)",49.214545,7.109735,1.0
STR,"Stuttgart Airport (Stuttgart, DE)",48.689899,9.22196,1.3
HAJ,"Hannover Airport (Hannover, DE)",52.461102,9.68508,1.3
BRE,"Bremen Airport (Bremen, DE)",53.046786,8.78932,1.3
HHN,"Frankfurt-Hahn Airport (Frankfurt am Main (Lautzenhausen), DE)",49.946353,7.261734,1.3
MHG,"Mannheim-City Airport (Mannheim, DE)",49.473057,8.514167,1.0
EIB,"Eisenach-Kindel Airport (Hörselberg-Hainich, DE)",50.991604,10.47973,1.0
SGE,"Siegerland Airport (Burbach, DE)",50.707699,8.08297,1.0
XFW,"Hamburg-Finkenwerder Airport (Hamburg, DE)",53.535278,9.835556,1.0
KEL,"Kiel-Holtenau Airport (Kiel, DE)",54.37957,10.145266,1.0
LBC,"Lübeck Blankensee Airport (Lübeck, DE)",53.805401,10.7192,1.0
FMM,"Memmingen Allgau Airport (Memmingen, DE)",47.988092,10.238248,1.3
BFE,"Bielefeld Airport (Bielefeld, DE)",51.964722,8.544444,1.0
MGL,"Mönchengladbach Airport (Mönchengladbach, DE)",51.230278,6.504444,1.0
PAD,"Paderborn Lippstadt Airport (Büren, DE)",51.612527,8.617459,1.3
NRN,"Weeze (Niederrhein) Airport (Weeze, DE)",51.601362,6.141228,1.3
DTM,"Dortmund Airport (Dortmund, DE)",51.518299,7.61224,1.3
AGB,"Augsburg Airport (Augsburg, DE)",48.425278,10.931667,1.0
OBF,"Oberpfaffenhofen Airport (Weßling, DE)",48.081402,11.2831,1.0
FDH,"Bodensee Airport Friedrichshafen (Friedrichshafen, DE)",47.671299,9.51149,1.3
BYU,"Bayreuth Airport (Bindlach, DE)",49.985001,11.64,1.0
HOQ,"Hof-Plauen Airport (Hof, DE)",50.288544,11.852876,1.0
FKB,"Karlsruhe Baden-Baden Airport (Rheinmünster, DE)",48.7794,8.0805,1.3
LHA,"Lahr Airport (Lahr/Schwarzwald, DE)",48.369301,7.82772,1.0
BWE,"Braunschweig-Wolfsburg Airport (Braunschweig, DE)",52.319199,10.5561,1.0
KSF,"Kassel Airport (Calden, DE)",51.418395,9.391638,1.3
GWT,"Westerland Sylt Airport (Sylt, DE)",54.9132,8.34047,1.0
KDL,"Kärdla Airport (Kärdla, EE)",58.99079895019531,22.830699920654297,1.0
URE,"Kuressaare Airport (Kuressaare, EE)",58.22990036010742,22.50950050354004,1.0
EPU,"Pärnu Airport (Pärnu, EE)",58.41899871826172,24.47279930114746,1.0
EES,"Berenice International Airport / Banas Cape Air Base (Berenice Troglodytica, EG)",23.980437,35.460277,1.3
TLL,"Lennart Meri Tallinn Airport (Tallinn, EE)",59.413246,24.83264,1.3
TAY,"Tartu Airport (Tartu, EE)",58.307438,26.686473,1.0
ENF,"Enontekio Airport (Enontekio, FI)",68.362602233887,23.424299240112,1.0
KEV,"Halli Airport (Jämsä, FI)",61.856039,24.786686,1.0
HEL,"Helsinki Vantaa Airport (Helsinki (Vantaa), FI)",60.318363,24.963341,1.3
KTQ,"Kitee Airport (Kitee, FI)",62.1661,30.073601,1.0
IVL,"Ivalo Airport (Ivalo, FI)",68.6073,27.4053,1.3
JOE,"Joensuu Airport (Joensuu, FI)",62.658815,29.619398,1.0
JYV,"Jyväskylä Airport (Jyväskylän Maalaiskunta, FI)",62.399502,25.678301,1.0
KAU,"Kauhava Airfield (Kauhava, FI)",63.127102,23.051399,1.0
KEM,"Kemi-Tornio Airport (Kemi / Tornio, FI)",65.778701782227,24.582099914551,1.0
KAJ,"Kajaani Airport (Kajaani, FI)",64.2855,27.6924,1.0
KHJ,"Kauhajoki Airfield (Kauhajoki, FI)",62.463212,22.390817,1.0
KOK,"Kokkola-Pietarsaari Airport (Kokkola / Kruunupyy, FI)",63.721199,23.143101,1.0
KAO,"Kuusamo Airport (Kuusamo, FI)",65.987602,29.239401,1.0
KTT,"Kittilä International Airport (Kittilä, FI)",67.700996,24.8468,1.3
KUO,"Kuopio Airport (Kuopio / Siilinjärvi, FI)",63.007099,27.7978,1.3
LPP,"Lappeenranta Airport (Lappeenranta, FI)",61.044601,28.144743,1.3
MHQ,"Mariehamn Airport (Mariehamn, FI)",60.1222,19.898199,1.3
MIK,"Mikkeli Airport (Mikkeli, FI)",61.6866,27.201799,1.0
OUL,"Oulu Airport (Oulu / Oulunsalo, FI)",64.930099,25.354601,1.3
POR,"Pori Airport (Pori, FI)",61.4617,21.799999,1.0
RVN,"Rovaniemi Airport (Rovaniemi, FI)",66.563327,25.829751,1.3
SVL,"Savonlinna Airport (Savonlinna, FI)",61.9431,28.945101,1.0
SJY,"Seinäjoki Airport (Seinäjoki / Ilmajoki, FI)",62.692101,22.8323,1.0
SOT,"Sodankyla Airport (Sodankyla, FI)",67.3949966431,26.6191005707,1.0
TMP,"Tampere-Pirkkala Airport (Tampere / Pirkkala, FI)",61.414101,23.604401,1.3
TKU,"Turku Airport (Turku, FI)",60.514099,22.2628,1.3
UTI,"Utti Air Base (Utti / Valkeala, FI)",60.8964,26.9384,1.0
VAA,"Vaasa Airport (Vaasa, FI)",63.05023,21.762543,1.3
VRK,"Varkaus Airport (Varkaus / Joroinen, FI)",62.171101,27.868601,1.0
YLI,"Ylivieska Airfield (Ylivieska, FI)",64.054722,24.725278,1.0
BFS,"Belfast International Airport (Belfast, GB)",54.6575012207,-6.2158298492399995,1.3
ENK,"Enniskillen/St Angelo Airport (Enniskillen, Fermanagh and Omagh, GB)",54.398274,-7.651179,1.0
BHD,"George Best Belfast City Airport (Belfast, GB)",54.618099,-5.8725,1.0
LDY,"City of Derry Airport (Derry, Derry and Strabane, GB)",55.042801,-7.16111,1.0
BHX,"Birmingham Airport (Birmingham, West Midlands, GB)",52.453899,-1.74803,1.3
CVT,"Coventry Airport (Coventry, West Midlands, GB)",52.369701,-1.47972,1.0
GLO,"Gloucestershire Airport (Staverton, Gloucestershire, GB)",51.894199,-2.16722,1.0
NQT,"Nottingham City Airport (Nottingham, Nottinghamshire, GB)",52.919998,-1.07917,1.0
MAN,"Manchester Airport (Manchester, Greater Manchester, GB)",53.349375,-2.279521,1.3
YEO,"RNAS Yeovilton (Yeovil, Somerset, GB)",51.009399,-2.63882,1.0
CAL,"Campbeltown Airport (Campbeltown, GB)",55.437199,-5.68639,1.0
EOI,"Eday Airport (Eday, GB)",59.19060134887695,-2.7722198963165283,1.0
HAW,"Haverfordwest Airport (Haverfordwest, GB)",51.833099365234375,-4.9611101150512695,1.0
CWL,"Cardiff International Airport (Cardiff, GB)",51.396702,-3.34333,1.3
SWS,"Swansea Airport (Swansea, GB)",51.601366,-4.071006,1.0
BRS,"Bristol Airport (Bristol, GB)",51.382326,-2.716453,1.3
LPL,"Liverpool John Lennon Airport (Liverpool, GB)",53.334863,-2.849637,1.3
LTN,"London Luton Airport (Luton, Luton, GB)",51.874699,-0.368333,1.3
BOH,"Bournemouth Airport (Bournemouth, GB)",50.780483,-1.839576,1.0
SOU,"Southampton Airport (Southampton, GB)",50.950298,-1.3568,1.0
NQY,"Cornwall Airport Newquay (Newquay, GB)",50.440601,-4.99541,1.0
ACI,"Alderney Airport (Saint Anne, GG)",49.706104,-2.21472,1.0
GCI,"Guernsey Airport (Saint Peter Port, GG)",49.435001,-2.60197,1.0
JER,"Jersey Airport (St. Peter, JE)",49.207901,-2.19551,1.0
ESH,"Brighton City Airport (Brighton, East Sussex, GB)",50.835602,-0.297222,1.0
BQH,"London Biggin Hill Airport (London, GB)",51.33079910279999,0.0324999988079,1.0
LGW,"London Gatwick Airport (London, GB)",51.148744,-0.185739,1.3
LCY,"London City Airport (London, GB)",51.505299,0.055278,1.0
FAB,"Farnborough Airport (Farnborough, Hampshire, GB)",51.275799,-0.776333,1.0
BBS,"Blackbushe Airport (Camberley, Surrey, GB)",51.323898,-0.8475,1.0
LHR,"London Heathrow Airport (London, GB)",51.470748,-0.459909,1.3
SEN,"London Southend Airport (Southend-on-Sea, Essex, GB)",51.570562,0.693627,1.0
LYX,"Lydd London Ashford Airport (Romney Marsh, Kent, GB)",50.956246,0.939074,1.0
CAX,"Carlisle Lake District Airport (Carlisle, Cumbria, GB)",54.9375,-2.80917,1.0
BLK,"Blackpool Airport (Blackpool, GB)",53.771702,-3.02861,1.0
HUY,"Humberside Airport (Grimsby, Lincolnshire, GB)",53.576152,-0.34954,1.0
BWF,"Barrow Walney Island Airport (Barrow-in-Furness, GB)",54.1286111,-3.2675,1.0
LBA,"Leeds Bradford Airport (Leeds, West Yorkshire, GB)",53.865898,-1.66057,1.3
WRT,"Warton Aerodrome (Warton, GB)",53.745098,-2.88306,1.0
CEG,"Hawarden Airport (Broughton, GB)",53.178101,-2.97778,1.0
IOM,"Isle of Man Airport (Castletown, IM)",54.083081,-4.623871,1.3
NCL,"Newcastle International Airport (Newcastle upon Tyne, Tyne and Wear, GB)",55.037958,-1.689577,1.3
MME,"Teesside International Airport (Darlington, Durham, GB)",54.509201,-1.42941,1.0
EMA,"East Midlands Airport (Nottingham, Leicestershire, GB)",52.8311,-1.32806,1.3
VLY,"Anglesey Airport (Angelsey, GB)",53.2481,-4.53534,1.0
KOI,"Kirkwall Airport (Kirkwall, Orkney Islands, GB)",58.957903,-2.905077,1.0
LSI,"Sumburgh Airport (Lerwick, Shetland, GB)",59.878899,-1.29556,1.0
WIC,"Wick John O'Groats Airport (Wick, GB)",58.4589,-3.09306,1.0
ABZ,"Aberdeen International Airport (Aberdeen, GB)",57.2019,-2.19778,1.3
INV,"Inverness Airport (Inverness, GB)",57.5425,-4.0475,1.0
GLA,"Glasgow Airport (Glasgow, GB)",55.871899,-4.43306,1.3
EDI,"Edinburgh Airport (Edinburgh, GB)",55.950145,-3.372288,1.3
ILY,"Islay Airport (Isle of Islay, Argyll and Bute, GB)",55.682708,-6.257525,1.0
PIK,"Glasgow Prestwick Airport (Prestwick, South Ayrshire, GB)",55.501499,-4.577182,1.3
BEB,"Benbecula Airport (Balivanich, GB)",57.481098,-7.36278,1.0
DND,"Dundee Airport (Dundee, GB)",56.452499,-3.02583,1.0
SYY,"Stornoway Airport (Stornoway, Western Isles, GB)",58.215599,-6.33111,1.0
BRR,"Barra Airport (Eoligarry, GB)",57.0228,-7.44306,1.0
TRE,"Tiree Airport (Balemartine, Argyll and Bute, GB)",56.499199,-6.86917,1.0
ADX,"Leuchars Station Airfield (Leuchars, Fife, GB)",56.37398,-2.868862,1.0
LMO,"RAF Lossiemouth (Lossiemouth, Moray, GB)",57.7052,-3.33917,1.0
CBG,"Cambridge City Airport (Cambridge, Cambridgeshire, GB)",52.205002,0.175,1.0
NWI,"Norwich Airport (Norwich, Norfolk, GB)",52.6758,1.28278,1.0
STN,"London Stansted Airport (London, Essex, GB)",51.884998,0.235,1.3
EXT,"Exeter International Airport (Exeter, Devon, GB)",50.734261,-3.413984,1.0
OXF,"London Oxford Airport (Kidlington, Oxfordshire, GB)",51.836899,-1.32,1.0
BEX,"RAF Benson (Wallingford, Oxfordshire, GB)",51.614366,-1.095991,1.0
LKZ,"RAF Lakenheath (Brandon, Suffolk, GB)",52.40954,0.561161,1.0
MHZ,"RAF Mildenhall (Bury Saint Edmunds, Suffolk, GB)",52.3619,0.486406,1.0
FFD,"RAF Fairford (Fairford, Gloucestershire, GB)",51.683568,-1.789172,1.0
BZZ,"RAF Brize Norton (Carterton, Oxfordshire, GB)",51.75,-1.58362,1.0
ODH,"RAF Odiham (Hook, Hampshire, GB)",51.2341,-0.942825,1.0
NHT,"RAF Northolt (Northolt, Greater London, GB)",51.553001,-0.418167,1.0
QCY,"RAF Coningsby (Lincoln, Lincolnshire, GB)",53.092999,-0.166014,1.0
BEQ,"RAF Honington (Bury Saint Edmunds, Suffolk, GB)",52.342602,0.772939,1.0
WTN,"RAF Waddington (Lincoln, Lincolnshire, GB)",53.166199,-0.523811,1.0
KNF,"RAF Marham (King's Lynn, Norfolk, GB)",52.648395,0.550692,1.0
MPN,"Mount Pleasant Airport / RAF Mount Pleasant (Mount Pleasant, FK)",-51.822642,-58.445777,1.3
AMS,"Amsterdam Airport Schiphol (Amsterdam, NL)",52.308601,4.76389,1.3
MST,"Maastricht Aachen Airport (Maastricht, NL)",50.911087,5.769401,1.3
EIN,"Eindhoven Airport (Eindhoven, NL)",51.4500999451,5.37452983856,1.3
GRQ,"Groningen Airport Eelde (Groningen, NL)",53.119107,6.577652,1.3
GLZ,"Gilze Rijen Air Base (Rijen, NL)",51.567402,4.93183,1.0
DHR,"De Kooy Airfield / Den Helder Naval Air Station (Den Helder, NL)",52.923401,4.78062,1.0
LEY,"Lelystad Airport (Lelystad, NL)",52.453188,5.514622,1.0
LWR,"Leeuwarden Air Base (Leeuwarden, NL)",53.228599548339844,5.760560035705566,1.0
RTM,"Rotterdam The Hague Airport (Rotterdam, NL)",51.956902,4.43722,1.3
ENS,"Twente Airport (Enschede, NL)",52.275833,6.889167,1.0
UDE,"Volkel Air Base (Uden, NL)",51.657222,5.707778,1.0
WOE,"Woensdrecht Air Base (Hoogerheide, NL)",51.4491,4.34203,1.0
ORK,"Cork International Airport (Cork, IE)",51.841301,-8.49111,1.3
CFN,"Donegal Airport (Donegal, IE)",55.0442008972168,-8.340999603271484,1.0
DUB,"Dublin Airport (Dublin, IE)",53.428713,-6.262121,1.3
NOC,"Ireland West Airport Knock (Charlestown, IE)",53.910439,-8.817002,1.3
KIR,"Kerry Airport (Farranfore, IE)",52.180901,-9.52378,1.0
SNN,"Shannon Airport (Shannon, IE)",52.702,-8.92482,1.3
SXL,"Sligo Airport (Sligo, IE)",54.280200958252,-8.5992097854614,1.0
WAT,"Waterford Airport (Waterford, IE)",52.187199,-7.08696,1.0
AAR,"Aarhus Airport (Aarhus, DK)",56.303331,10.618286,1.3
BLL,"Billund Airport (Billund, DK)",55.740335,9.157019,1.3
CPH,"Copenhagen Kastrup Airport (Copenhagen, DK)",55.617900848389,12.656000137329,1.3
EBJ,"Esbjerg Airport (Esbjerg, DK)",55.525902,8.5534,1.0
KRP,"Midtjyllands Airport / Air Base Karup (Karup, DK)",56.297139,9.104311,1.0
MRW,"Lolland Falster Maribo Airport (Rødby, DK)",54.699447,11.438163,1.0
ODE,"Odense Hans Christian Andersen Airport (Odense, DK)",55.475307,10.327206,1.3
RKE,"Copenhagen Roskilde Airport (Roskilde, DK)",55.585602,12.1314,1.0
RNN,"Bornholm Airport (Rønne, DK)",55.063301,14.7596,1.0
SGD,"Sønderborg Airport (Sønderborg, DK)",54.96440124511719,9.791729927062988,1.0
CNL,"Sindal Airport (Sindal, DK)",57.503502,10.2294,1.0
